"","CA025","CA011","CA020","CA008","I065","I047","I063","P066","P052","P045","P050","C055","C067","C056","C062","T015","B021","T006","B008","B015","B017","H008","U020","U012","U019","U026","A011","A013","A019","A022","A027","A003","A006","A010","U006","L008","L022","L011","L017"
"ASV195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0
"ASV197",35,93,67,86,67,3,0,0,0,0,134,0,0,0,0,0,0,13,8,0,2,0,0,0,0,0,29,0,0,0,0,0,21,10,0,0,0,0,0
"ASV198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV201",7,254,505,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,3,4,0,69,5,2,0,0,0,0
"ASV202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,995
"ASV203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,68
"ASV204",0,0,0,293,0,0,0,0,0,0,0,0,0,100,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,63,0,0,0,300,0,0,0,0,0,0,0
"ASV208",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,3,1,0,0,0,0,0,1,0,0,0
"ASV209",0,0,0,0,17,48,0,905,12,0,0,0,0,0,26,0,5,0,0,0,2,0,0,0,5,0,0,2,8,0,8,0,3,89,0,0,0,0,0
"ASV210",0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV211",313,2,0,8,0,24,0,0,0,0,30,0,1,0,0,0,0,171,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV212",0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV213",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV215",0,0,0,0,0,23,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV216",0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,1
"ASV218",0,0,0,0,0,0,56,0,0,134,0,0,0,9,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0
"ASV219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV220",0,6,4,4,39,0,1,5,0,9,5,0,0,0,4,0,46,2,0,10,5,0,93,82,0,0,0,7,0,2,3,128,5,34,0,0,0,0,0
"ASV222",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,332,0,0,0,3,4,0,0,0,0,0
"ASV223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,34,0,0,0,0,13,0
"ASV225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV226",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,418,0,0,0,0,0
"ASV227",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0
"ASV228",2,147,16,64,4,0,11,1,7,7,35,0,1,23,23,1,1,117,0,19,19,15,0,0,0,1,0,0,11,2,1,0,5,4,0,0,0,0,0
"ASV229",0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,1,0,0,0,0,0,0,0,0,0,0
"ASV236",0,14,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,396,0,0,23,3,0,2,0,0,0,0,36,0,0,0,0,1,0
"ASV237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0
"ASV239",0,3,5,0,0,0,16,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV240",0,0,0,12,0,0,0,0,0,117,0,0,0,0,0,2,0,71,0,7,4,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0
"ASV245",6,2,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,3,0,0,0,56,0,387,3,0,0,0,0,0,0,0,0,0
"ASV246",0,4,48,0,96,0,0,0,8,7,0,0,0,15,12,0,0,1,0,8,3,0,8,0,138,5,0,0,0,0,1,0,3,20,0,0,0,5,6
"ASV247",1,0,0,2,0,0,0,0,0,174,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,549,0,0,0,0
"ASV249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0
"ASV250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0
"ASV251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV252",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0
"ASV257",0,0,0,0,0,0,0,15,0,0,0,34,14,0,0,0,0,0,0,0,0,0,45,102,6,17,0,0,232,0,0,0,0,0,25,0,0,0,1
"ASV259",0,0,0,0,0,3,0,0,2,183,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV260",0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV261",0,41,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV262",0,2,0,0,0,2,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,10,3,0,0,59,0,0,0,0,10,11,0,0,0,57,187,1
"ASV263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0
"ASV264",0,0,0,0,0,335,0,3,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV268",0,2,1,0,0,0,0,0,0,1,0,40,12,11,0,0,153,0,182,0,2,0,0,0,0,0,1,0,8,8,0,2,8,0,0,0,0,0,0
"ASV269",0,7,0,203,0,0,1,0,0,0,0,0,0,0,0,96,2,8,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV271",0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV274",0,1,0,0,0,0,0,0,0,0,0,0,0,56,44,0,0,0,0,18,304,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
"ASV275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0
"ASV276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,83,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,72,0,0,0,0,0,0,0,0,42,0,0,0,0
"ASV278",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,106,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0
"ASV281",0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV282",83,19,0,0,68,7,0,0,0,0,0,0,35,432,1,10,0,37,1,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ASV283",0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,369,0,4,8,0,11,0,0,0,0,0
"ASV284",0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,16,25,0,130,0,0,1
"ASV285",0,0,3,2,1,0,0,0,0,5,0,0,0,37,0,0,9,2,7,5,3,0,0,0,0,0,0,0,234,0,0,15,0,0,0,0,0,0,0
"ASV287",3,0,0,0,148,3,0,0,0,0,0,0,0,0,0,0,0,26,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,478,98,47
"ASV289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,12,0,2,9,0,0,0,0,0
"ASV290",589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV291",427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,52,0,0,0,0,0,0
"ASV293",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,244,1,54,0,0,0,0,0,0,0,0,0,0
"ASV295",73,0,0,0,29,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,265,0,1,0,0,0,0,0,0,0,0
"ASV297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,2
"ASV298",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,4,0,163,0,0,0,0,0,0,0
"ASV299",0,0,0,0,0,0,0,0,180,0,0,194,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV300",0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,239,1,0,0,0,0,0,0,0,0,0,0,0
"ASV301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,341,0,0,0,0,1,0,0,0,0,0
"ASV302",0,381,40,32,0,0,0,0,0,0,0,0,53,0,0,0,0,0,5,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV303",0,1,0,0,47,32,2,0,0,0,0,64,0,0,0,7,6,0,14,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,2,0,0,0,0
"ASV304",21,0,0,40,0,1,0,0,0,0,0,0,2,0,0,287,0,1,1,185,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0
"ASV308",0,3,7,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,62,89,0,0,62,34,0
"ASV309",0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV310",0,16,445,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV311",32,0,0,0,0,0,0,0,0,24,72,7,21,0,0,5,0,0,25,0,0,0,22,14,32,48,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV312",0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,332,0,0,0,0
"ASV313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,0,0,0,0,0,0,0,0,0,0
"ASV316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV318",5,15,0,0,3,19,0,0,10,7,0,0,1,0,22,5,7,0,7,3,0,0,71,63,1,2,33,0,0,0,0,23,0,0,8,0,0,0,4
"ASV319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV320",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,43,20,0,0,0,0,0,0,0,0,281,0,0,0,0
"ASV321",9,24,7,0,19,13,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,33,6,24,7,23,65,0,1,13,7,9,61,3,14,3,0
"ASV322",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0
"ASV324",19,13,1,0,2,0,0,0,10,2,0,0,0,2,0,6,0,0,5,0,0,0,10,5,0,4,0,0,297,2,0,0,0,0,0,0,0,0,0
"ASV325",0,0,0,0,0,0,0,0,0,152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV326",0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0
"ASV331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV332",3,0,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,12,0,0,0,3,0,166,0,0,0,0,0
"ASV334",12,0,9,0,0,0,17,0,27,5,0,5,1,0,0,0,2,19,0,0,0,0,0,0,0,0,1,0,158,3,13,24,0,0,0,0,0,0,0
"ASV335",0,0,0,0,64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,4,11,194,0,0,0,0,24
"ASV336",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,399
"ASV337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,2,4,0,0,0,0,0
"ASV339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0
"ASV340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,3,0,0,9,0,1,0,0,34,15,0
"ASV341",0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV343",0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0
"ASV344",0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0
"ASV346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0
"ASV347",7,0,0,0,28,0,0,0,1,23,0,0,85,4,55,7,5,11,2,6,0,1,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0
"ASV348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0
"ASV349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0
"ASV350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,1,0,98,0,0,0,0,0,0
"ASV351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,2,0,0,0,0,0,0,0,0,8,0,0,0,31
"ASV352",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV354",0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"ASV355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,223,0
"ASV356",2,1,0,0,9,0,0,0,0,0,4,0,0,22,0,0,0,0,0,1,4,0,0,0,0,0,69,0,0,0,2,20,0,0,0,0,0,70,0
"ASV357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,2,0,0,0,0,0,0,0,0,0
"ASV364",0,0,0,0,33,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV365",0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV367",0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV368",0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0
"ASV370",0,0,0,0,0,0,0,0,0,15,2,0,0,26,4,0,0,141,0,8,4,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"ASV372",0,0,0,4,0,0,2,0,0,53,3,0,0,126,7,0,0,5,0,0,12,0,0,0,0,0,4,11,0,0,0,8,3,5,0,0,0,0,0
"ASV373",0,0,0,0,0,1,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1
"ASV375",0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,195,0
"ASV379",0,0,0,0,0,9,0,2,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,0,0,0,36,27,18,0,0,0,0,0
"ASV381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0
"ASV382",345,0,0,4,0,1,0,0,13,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV384",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0
"ASV385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,33,0,0,0,0,0,0,107,23,0,292
"ASV386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,6,0,0,0,0,0,0,0,0,0,0,0
"ASV388",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,25,80,0,0,0,0,0,0,0,89,31,0,0,0
"ASV389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV391",8,0,0,0,0,6,6,0,14,65,0,2,0,8,107,1,6,0,18,13,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
"ASV392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0
"ASV396",0,0,0,0,0,0,0,0,1178,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV397",0,4,0,0,0,42,0,0,7,0,0,0,1,0,0,0,38,0,5,0,0,0,0,0,2,4,0,5,0,0,81,8,1,17,20,0,8,60,0
"ASV398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0
"ASV399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,178,0
"ASV401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV402",0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV403",0,1,0,0,17,0,25,0,191,0,0,19,0,6,96,0,0,1,12,0,1,2,0,0,0,0,8,0,0,0,26,48,1,19,0,0,0,0,0
"ASV404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV406",498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV407",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
